"var1","var2","cor"
"minrdate","hupa1",0.0200730748578465
"ramnt.8","hupa4",0.0200714238709037
"adate.9","ec8",0.0200708276974223
"anc14","mc1",0.0200687848254269
"numprm12","ethc5",0.0200686780400369
"rdate.16","hc4",0.0200672112697172
"eic12","occ6",0.0200660445713135
"hhd4","lifesrc",0.0200658125793918
"marr1","pop903",0.0200631609340597
"ramnt.17","occ3",0.0200616348995815
"pop901","odatedw",0.020060434236287
"hvp1","mbbooks",0.0200595812849681
"hur1","hu5",0.0200582467159762
"hv3","wwiivets",0.0200576901327597
"maxadate","ec8",0.0200575746973669
"afc1","ic1",0.0200571967214129
"ramnt.17","hc19",0.0200543261493681
"ramnt.18","mbbooks",0.0200536679199766
"ramntall","oedc3",0.0200536062620633
"ramnt.12","pop90c5",0.0200523406490496
"chilc3","pubnewfn",0.020050117832557
"anc8","hupa5",0.0200500140729119
"timelag","ec1",0.0200496312751191
"ramnt.19","tpe9",0.0200482387072476
"adate.11","chil1",0.0200479216948315
"eic12","agec1",0.0200479063127495
"pec2","eth8",0.020047426193001
"cluster2","adate.8",0.0200463171963133
"ramnt.19","hhd6",0.0200436497968387
"ramnt.9","lsc4",0.0200390386582396
"anc11","chilc4",0.0200386479200466
"ic18","mbgarden",0.0200383439485162
"sec3","occ7",0.0200364731043525
"anc5","malemili",0.0200358724229278
"ramnt.12","hc11",0.0200342242563026
"ramnt.18","hhd9",0.0200330772065864
"mhuc2","hit",0.0200329867496873
"tpe2","age",0.0200329092977437
"anc11","hhage2",0.0200327368092582
"eic13","odatedw",0.0200325654664378
"rfa.2f","lfc1",0.0200314753755314
"eic2","pop903",0.0200311164858531
"anc1","vc3",0.0200308573347501
"adate.11","hc8",0.0200274129225963
"ngiftall","eth11",0.0200271342347716
"ramnt.18","rdate.17",0.0200245514167943
"anc1","mbgarden",0.0200238148646809
"lsc4","pop903",0.0200220611432641
"ramnt.13","ac2",0.0200177437382372
"minramnt","chilc3",0.0200151579220932
"adate.12","hhage3",0.0200147039455667
"anc3","vc4",0.0200146905314305
"anc1","oedc7",0.0200145331659293
"ic10","rhp4",0.0200142707136942
"lastgift","malevet",0.0200127769414745
"rdate.20","ethc2",0.0200126710602584
"anc10","ic8",0.0200081936364679
"rdate.8","adate.12",0.0200075259722197
"oedc1","hhd4",0.0200072744399852
"rdate.20","maxadate",0.020007061384516
"afc4","pec2",0.0200066857658717
"adate.11","age903",0.020005806002171
"hvp1","pubhlth",0.0200037858556277
"oedc6","pop903",0.020003195391961
"oedc3","hupa5",0.0199999891278224
"hhd10","mbcraft",0.0199984449877838
"occ5","marr3",0.0199965956505938
"cardprom","magfaml",0.0199945736129278
"rdate.21","tcode",0.0199944426715973
"lfc10","chil3",0.0199936120963594
"maxrdate","ec4",0.0199919739381707
"adate.19","age905",0.0199917236707776
"ramnt.12","mc3",0.0199911875843335
"anc8","lifesrc",0.0199883808151639
"numprm12","hvp4",0.0199883441869242
"adate.8","hc16",0.019988311768327
"adate.10","occ13",0.0199839589590708
"occ6","dob",0.0199825088882778
"lastdate","hhn4",0.0199807571055287
"avggift","tpe5",0.0199785213500062
"fistdate","pop901",0.0199778354832133
"ramnt.18","tpe5",0.0199762933735111
"numprom","mhuc1",0.0199753505716769
"hhn3","hit",0.0199753155825207
"pop90c2","pubgardn",0.0199751982249294
"ramnt.6","lsc2",0.0199732075300757
"maxadate","hc3",0.0199702919820169
"mc2","ic23",0.0199687322573998
"ramnt.24","adate.4",0.0199646185331365
"tpe2","magfem",0.0199632416541211
"hc11","dw6",0.0199608292081417
"rdate.3","lfc9",0.0199606184665649
"numprom","oedc1",0.0199605427264771
"ramnt.16","tpe4",0.019960100636
"ramnt.9","eic8",0.0199589206140736
"ramnt.16","hc1",0.0199580885667551
"rdate.4","hhn2",0.0199563328185247
"ramnt.15","adate.20",0.0199560319497864
"vc3","cluster",0.0199547492847989
"hc11","afc3",0.0199541939090594
"ramnt.22","hhd8",0.0199541044448317
"anc9","dw7",0.0199538001032134
"lastdate","vc3",0.0199530474634388
"hc15","lfc2",0.0199524127774369
"rdate.19","marr3",0.0199521297695932
"ngiftall","hc18",0.019951784294773
"maxrdate","hc6",0.0199511259039516
"rdate.20","adate.17",0.0199467269594667
"ramnt.20","anc15",0.0199454453489148
"timelag","ic16",0.0199449155914246
"ramnt.9","tpe10",0.0199448398796237
"minrdate","hc12",0.0199422926885688
"ramnt.20","adate.22",0.0199421391044618
"controln","eic14",0.0199416125162663
"rdate.13","hv2",0.0199415052869667
"rdate.21","hit",0.0199403192912854
"anc1","hhd12",0.0199401301235083
"ic7","pop902",0.0199363681096987
"lastgift","eic12",0.019932851100866
"hc10","eic16",0.0199325773961625
"rdate.10","hupa7",0.0199320601390449
"rdate.19","hhage1",0.0199307693802788
"ramnt.19","agec1",0.0199296368873554
"adate.22","ic13",0.0199286771411849
"hphone.d","eth6",0.019927130599842
"minramnt","anc8",0.0199255782019861
"hc8","anc15",0.0199252610269115
"ramnt.16","age907",0.0199245000750069
"rdate.19","tpe4",0.0199222033023999
"vc2","pubnewfn",0.0199199608571437
"adate.17","wealth1",0.0199189565633931
"adate.10","wwiivets",0.0199177085658816
"lastgift","hc14",0.0199156950393467
"anc15","tpe4",0.0199153631841662
"numprom","occ3",0.0199137565483802
"ec6","oedc2",0.0199127809478702
"ic23","pop901",0.0199110800604798
"rdate.12","hhas2",0.0199109485037671
"eic4","age903",0.0199074037234656
"ramnt.6","hhage3",0.019904393330882
"mc1","pubgardn",0.0199042887772957
"adate.9","occ2",0.0199025299161381
"rdate.21","pobc2",0.0199013938238394
"ramnt.6","age901",0.0199010055209897
"anc11","hhn1",0.0198996584848025
"minramnt","mbcraft",0.0198970641746825
"dw5","mbcraft",0.0198955825975569
"eic2","datasrce",0.0198941062244077
"maxrdate","mc3",0.0198924291232118
"hhd7","hu4",0.0198918461198404
"eth10","magfem",0.0198917066556516
"nextdate","rdate.4",0.0198916533297268
"adate.22","hhd1",0.0198903181442793
"afc5","solih",0.0198898908477671
"afc1","hhd6",0.0198896644107881
"fistdate","ramnt.16",0.0198892536427172
"ngiftall","rdate.16",0.0198877698500826
"hc15","eth14",0.0198875801959455
"rdate.7","tpe7",0.0198866624354159
"rdate.10","age906",0.0198850616172397
"chil2","mbcraft",0.0198842053777328
"anc3","ic9",0.0198823712598301
"rdate.9","hhage3",0.0198816971732674
"cluster2","eic5",0.0198813844716604
"cardpm12","pubnewfn",0.0198801265546294
"hhn4","pop90c5",0.0198799916680397
"rdate.3","magmale",0.0198794453343019
"ramntall","pubhlth",0.0198791206065491
"cardpm12","hc13",0.0198787977813128
"ec8","solp3",0.0198778821018064
"nextdate","anc12",0.019873464630021
"eic2","hhn1",0.0198709117461725
"lifesrc","pubculin",0.0198684915653561
"tpe2","datasrce",0.0198647504721321
"anc5","occ7",0.0198611874895165
"lastgift","eic3",0.0198595374287784
"hc9","tpe8",0.0198591578097606
"rdate.8","hhn1",0.0198578574310417
"anc13","chil1",0.0198577650704816
"rfa.2f","numchld",0.019856916526616
"ramnt.7","voc2",0.0198547223988726
"adate.22","age903",0.0198542020666097
"occ7","mc2",0.0198541964208729
"hc1","hvp6",0.0198541268070119
"ramnt.17","hhage3",0.0198514706276232
"hhd10","hu3",0.0198505505975332
"hhd1","magfaml",0.0198497441430415
"ramnt.8","adate.10",0.019848874363328
"eic12","ic7",0.0198422557753941
"ramnt.15","lfc7",0.0198421109750329
"eic1","age",0.0198416574324668
"rdate.20","eth13",0.019836341192448
"nextdate","ic8",0.0198359984772811
"rdate.21","hhd4",0.0198359021744164
"ramnt.12","anc13",0.0198358066000464
"timelag","hvp3",0.0198354703878959
"rdate.10","ethc2",0.0198348319675711
"rdate.18","mhuc2",0.0198317487181919
"anc15","eth5",0.0198295708089968
"sec2","pubgardn",0.0198274928122595
"oedc7","pubgardn",0.0198261714527832
"adate.17","hu5",0.0198252622052842
"lastdate","hhd4",0.0198221740740148
"adate.8","agec2",0.019821144326565
"tpe9","eth8",0.0198210937608927
"ramnt.3","anc13",0.0198201029438805
"adate.19","age902",0.0198178516823698
"afc4","solih",0.0198165835717578
"rdate.19","hc9",0.0198161642807799
"ramnt.13","adate.21",0.0198153778997144
"ramnt.19","age901",0.0198150061561794
"adate.18","chilc3",0.0198149132729991
"ic5","dob",0.019813912596326
"nextdate","geocode",0.0198136795068321
"hhd9","hhn1",0.0198136794266908
"ramnt.17","hc17",0.0198124093505852
"tpe5","hhp1",0.0198117594826056
"adate.12","hhd11",0.0198108355306027
"rdate.10","hhn2",0.0198106126717187
"fistdate","sec1",0.0198065561539837
"marr2","magmale",0.0198062950487394
"pop90c4","pubgardn",0.0198059369007332
"dw1","eth11",0.0198048452771926
"dw2","mbcraft",0.0198030166095665
"hhd4","mbgarden",0.0198027807961967
"afc2","ic15",0.0198024699337512
"adate.12","hc2",0.0198023996838917
"ramnt.21","pop903",0.0198014435488564
"hc17","vietvets",0.0198012757254248
"cardgift","rdate.17",0.0198012194952872
"ramnt.13","chilc4",0.0198011883753394
"lastdate","income",0.0197998590062592
"rdate.16","eth7",0.019797807126172
"ic17","magfem",0.019795786187896
"anc10","hhd6",0.0197940306464386
"rdate.18","mbbooks",0.0197930896165103
"numprm12","eth1",0.019792368327289
"rdate.7","chilc4",0.0197923268466059
"age904","eth15",0.0197854717601153
"rdate.21","hu3",0.0197832488123537
"dw3","fedgov",0.0197828426324462
"afc6","dw3",0.019781905431487
"anc11","ic22",0.0197812235696015
"lifesrc","pubopp",0.0197803321487002
"ec3","malevet",0.0197795740147546
"ramnt.12","adate.12",0.0197794678981801
"oedc2","tpe9",0.0197785299527967
"hc21","hc18",0.0197742963084321
"rdate.20","tpe13",0.0197729904301983
"rdate.20","marr1",0.0197709127672497
"timelag","ic12",0.0197708024807072
"vc2","occ13",0.0197703753116621
"eic11","hvp6",0.019770071433528
"hhn2","localgov",0.0197658729293169
"occ4","pubculin",0.0197642841051261
"hhn5","income",0.0197641323167914
"hupa4","hur1",0.0197638408111183
"afc6","localgov",0.0197636590593516
"hc10","chil3",0.0197617089670524
"ramnt.12","anc11",0.0197611717923985
"hphone.d","adate.21",0.0197608946877611
"ramnt.9","hhd6",0.0197589966814148
"rdate.9","hc21",0.0197577142506563
"ramnt.12","adate.24",0.0197575975875466
"hhp1","solih",0.0197572353462059
"ramnt.21","dw4",0.0197571264453924
"controln","occ4",0.019756711756452
"adate.8","hc10",0.0197566728189226
"eic10","eth1",0.0197557880365797
"anc9","mbgarden",0.0197554176573307
"ramnt.22","chilc3",0.0197548838144506
"rdate.13","mc3",0.0197547713934264
"adate.21","pop90c5",0.0197538051446385
"ramnt.20","pec2",0.0197521914855243
"anc2","hv1",0.0197496403456051
"lastgift","lfc6",0.0197484859656941
"numprm12","sec2",0.0197480857677519
"rdate.14","mc3",0.0197465329435788
"rdate.11","ic14",0.0197446487718354
"ramnt.13","rhp2",0.0197430216759726
"ramnt.12","ethc5",0.0197409533190112
"ic18","pubdoity",0.019740863758047
"hc15","sec5",0.0197406236959798
"ramnt.21","hc21",0.0197402978056326
"rdate.23","anc12",0.0197399709817885
"rdate.6","oedc4",0.0197379299048375
"rdate.3","tpe3",0.0197343664747378
"hvp3","age906",0.0197336361393473
"ramnt.4","dw8",0.0197326979304584
"ramnt.8","tpe4",0.0197311996427671
"rhp3","datasrce",0.0197304095915864
"ramnt.7","age907",0.0197304086835395
"ramnt.13","rdate.17",0.0197301908746106
"anc14","eic8",0.0197273964583639
"hc1","eth12",0.0197268278176659
"ramnt.22","hupa6",0.0197256350445368
"rdate.8","hhn5",0.0197248171535394
"tpe5","chil3",0.0197247445428883
"cardprom","pubdoity",0.0197233721075764
"rdate.19","sec4",0.0197215954176519
"age903","pubculin",0.0197207392744681
"tpe6","ic21",0.0197194442230866
"hc4","magfaml",0.0197188110854339
"hhn1","eth10",0.0197186718859058
"ramnt.7","oedc7",0.0197152961373669
"rdate.10","eth2",0.0197146092954959
"rdate.19","mc2",0.01971388136513
"rdate.11","mhuc1",0.0197137157802102
"rdate.10","hupa4",0.0197130096295795
"maxrdate","age907",0.0197119070939359
"oedc3","eic6",0.0197063051283732
"age905","eth3",0.0197060552456644
"ramntall","ic22",0.0197032204827878
"rdate.19","eic9",0.0197019503150596
"ramnt.24","hur2",0.0197017970009929
"ramnt.11","tpe12",0.0196986599269524
"lastgift","hhd5",0.0196984299754718
"pop901","wealth1",0.019697064809733
"eic4","eth13",0.0196960474479581
"ethc1","lifesrc",0.0196956756734935
"afc6","eth10",0.0196945855980322
"adate.10","ec2",0.0196945818696275
"hc13","tpe6",0.0196932115323248
"ramnt.4","eic8",0.0196925239066438
"oedc7","occ8",0.0196916940873325
"tpe3","ic16",0.0196903451496104
"hupa7","hhage2",0.0196896843226259
"voc1","pubculin",0.0196884366323078
"rdate.21","voc1",0.0196879409860293
"eic5","pop902",0.019687528381179
"vc1","afc4",0.019687112864477
"tpe3","pop901",0.0196838863614831
"rdate.23","dw4",0.0196823552489979
"ramnt.24","age",0.0196818876354813
"ramnt.6","hhas1",0.0196804894910026
"ic19","mbcolect",0.0196799050129343
"rdate.12","hhd3",0.0196780958613832
"adate.17","lsc1",0.0196778929434842
"maxadate","hhn2",0.0196775515112857
"hc18","oedc5",0.0196759866454336
"rdate.23","eic9",0.0196752543997956
"rdate.21","lsc3",0.0196749630418804
"msa","hhn3",0.0196745527174248
"hhas3","pubopp",0.0196737014272935
"adate.11","agec5",0.0196711917284221
"ramnt.20","hur2",0.0196704310503129
"adate.8","voc3",0.0196689093474524
"eic14","dw4",0.0196670026949638
"timelag","adate.19",0.0196665694972974
"ramnt.20","hhd5",0.0196650761445215
"anc6","anc3",0.0196639723964806
"fistdate","pubgardn",0.0196624281271377
"ngiftall","adate.7",0.0196593103803418
"oedc2","occ2",0.0196577472160732
"timelag","ic21",0.0196555108906993
"hupa1","hvp5",0.0196513753389203
"marr2","solih",0.0196513133923442
"rdate.10","age907",0.0196510744494432
"rdate.7","hu1",0.0196496043349972
"mc2","solp3",0.0196490851485526
"eic12","lfc6",0.0196482284562112
"nextdate","pubgardn",0.0196476595185913
"rp3","pubculin",0.0196451230120899
"oedc2","geocode",0.0196445507317929
"rdate.13","tpe1",0.0196441885027828
"anc10","chilc2",0.0196434044984781
"occ6","hhp2",0.0196422256304712
"ramnt.15","tpe4",0.0196399960562262
"avggift","eth16",0.0196371052766072
"hv3","solih",0.0196360811448222
"eic4","age906",0.0196349051332369
"ic16","pubopp",0.0196338859639795
"hhas3","localgov",0.019632669489263
"eic16","occ6",0.0196320101335651
"ramnt.8","anc5",0.0196303247851465
"adate.17","lfc2",0.0196297244628942
"rdate.11","mbcraft",0.0196269333210898
"rdate.19","ethc1",0.0196268010417351
"chilc2","numchld",0.0196264984179344
"ramnt.15","tpe3",0.0196257767348325
"rdate.12","eic7",0.0196224713829713
"eic14","hv1",0.019621913649382
"sec5","occ8",0.0196206133338111
"rfa.2f","hupa3",0.0196202698759026
"ramnt.8","agec3",0.0196188528664254
"ramnt.14","age906",0.01961828825006
"hc21","hc15",0.0196180910868327
"sec3","pubhlth",0.0196159386896186
"adate.18","sec1",0.0196154673836793
"ac1","pop902",0.0196109991773481
"anc5","tpe6",0.0196099222223697
"adate.8","rp2",0.0196090322520174
"oedc6","hvp6",0.0196084925630455
"adate.11","ic20",0.0196082356993025
"minramnt","pop90c5",0.0196077175283436
"hhd7","hit",0.0196048290432027
"rdate.9","ic21",0.0196033005342128
"occ3","solih",0.0196016611309512
"ramnt.15","eic16",0.0195940373203493
"ramnt.3","eic14",0.0195908863299686
"avggift","lfc5",0.0195869779788558
"eic2","fedgov",0.0195867645826952
"ec5","mbbooks",0.0195867343764842
"hv2","hhn6",0.0195863695551217
"sec4","pubculin",0.0195863150824142
"ramnt.24","rdate.23",0.0195857317938131
"mc3","hhd3",0.0195834359843342
"fistdate","rdate.8",0.0195830427664386
"ec4","rhp2",0.0195830108810147
"chilc5","mbcolect",0.0195822990602588
"ramnt.8","hc19",0.0195821920813078
"eth15","eth3",0.0195812922080065
"adate.8","ic5",0.0195805631718844
"voc2","magfaml",0.0195791399764878
"adate.8","ec2",0.0195780801587963
"voc1","lsc3",0.019577716015274
"occ12","agec7",0.0195751847190458
"hc2","hupa6",0.0195711642304108
"eth11","solih",0.0195701072032686
"ec2","eth11",0.0195694880187214
"ramnt.20","eth4",0.0195665398993729
"rdate.7","chilc5",0.0195664964675109
"rdate.19","magfem",0.0195659052333454
"adate.11","sec5",0.0195652772734607
"anc7","ic13",0.0195652187324279
"hc12","pubculin",0.0195642660342756
"hvp2","vietvets",0.0195641701563454
"rdate.21","tpe1",0.0195635137494836
"lastgift","hhage1",0.0195629903372032
"ramnt.18","hupa2",0.019561584353989
"avggift","hc8",0.0195613748724521
"ethc5","eth12",0.01956124152119
"adate.21","sec2",0.0195602427321262
"avggift","hc11",0.0195600970393228
"ic4","chil1",0.0195600937757245
"ramnt.21","pubopp",0.0195597659979594
"eic3","magmale",0.0195586323567471
"nextdate","dw4",0.0195584277555431
"oedc1","malemili",0.0195582595906243
"cardgift","dw4",0.0195565864372265
"rdate.19","numchld",0.0195565815922311
"ramnt.19","tpe13",0.0195548458805519
"ramnt.23","occ7",0.01955454821118
"ramnt.14","lsc1",0.019553851532621
"eic13","pubnewfn",0.0195533582636478
"ramnt.15","hu1",0.0195487042304569
"ac1","anc10",0.0195467909385691
"anc15","chilc4",0.0195464249928938
"rdate.22","adate.18",0.0195464006090245
"ramnt.13","pop901",0.0195421289042024
"adate.12","agec7",0.0195416853609902
"afc2","rp2",0.0195397885997596
"pop903","wealth2",0.0195374788282942
"ramnt.20","occ3",0.0195357649233767
"minrdate","pop901",0.0195336481496754
"rdate.23","voc1",0.0195326588891155
"lastgift","magmale",0.019528715832976
"rdate.14","adate.12",0.0195264215902307
"rdate.9","hc8",0.0195253969874303
"rdate.21","hhn6",0.0195252436346336
"oedc7","dma",0.019524939139291
"lastgift","marr4",0.0195214888022652
"ramnt.18","rdate.21",0.0195204257633987
"adate.10","eth11",0.0195160228557546
"hc6","magfem",0.0195159833415987
"rdate.16","adate.11",0.0195140175202303
"anc4","occ2",0.0195138103085233
"timelag","ic7",0.0195126341133531
"ramnt.11","occ7",0.0195117205176172
"eth2","age",0.0195098564780391
"tpe5","pubdoity",0.0195092888999524
"adate.17","agec5",0.0195071967281754
"agec2","chil2",0.0195064851947205
"adate.11","ec7",0.0195063473848675
"vc4","mbcolect",0.0195063132665397
"rdate.9","hupa5",0.019505662738833
"hur1","ethc4",0.0195053632373497
"ramnt.9","rhp4",0.0195049100764276
"minramnt","hc4",0.0195030494223242
"ramnt.22","marr4",0.019502130036943
"hc7","pec1",0.0194995948862453
"rdate.17","hc1",0.0194986140520163
"ramnt.18","hhd8",0.0194986033642495
"rdate.20","magfaml",0.0194975045061821
"ramnt.6","lfc4",0.0194967127508931
"adate.17","lfc4",0.0194955096923573
"ramnt.13","hupa6",0.0194954793311186
"lastgift","hhd10",0.0194916964054356
"rdate.10","eth7",0.0194913663346106
"sec5","rhp1",0.0194898258417304
"hhd6","datasrce",0.019488759501173
"ramnt.12","localgov",0.0194885247303333
"rdate.10","eic12",0.0194832773506688
"rdate.10","hhn6",0.0194823925509758
"ic8","pubhlth",0.0194819850237842
"maxrdate","pop90c1",0.0194815874150927
"ramnt.9","lfc10",0.0194808730897987
"ramnt.23","pubopp",0.0194807132606456
"hvp1","dw7",0.0194800800482222
"ramnt.17","tpe3",0.0194735517726356
"rdate.15","dw3",0.0194720291961243
"tpe3","mbbooks",0.01947173117104
"ramnt.13","wwiivets",0.0194711918484936
"adate.22","hhn1",0.0194701939379337
"nextdate","adate.23",0.0194691330689321
"pop90c2","datasrce",0.0194647469447856
"tpe7","ic2",0.019464271675715
"rdate.4","hc18",0.0194636286751319
"ramnt.6","hur2",0.0194619994425163
"anc15","anc4",0.0194594821049082
"adate.19","hhd1",0.0194574209361516
"lastgift","rdate.9",0.0194558549122583
"ramnt.12","ic9",0.0194502361485622
"hu4","eth2",0.0194497942038389
"anc10","tpe8",0.0194472481069727
"ngiftall","pubnewfn",0.0194461994869998
"rdate.21","adate.17",0.019445900488087
"voc3","fedgov",0.0194429399394337
"oedc7","datasrce",0.0194420154496062
"ramnt.3","hhp1",0.0194416339339151
"ramnt.20","anc13",0.0194405788555321
"adate.17","ethc5",0.0194391919735091
"vc4","hit",0.0194388934479589
"hhd3","pubhlth",0.0194384825129905
"rdate.21","afc3",0.0194369269614747
"afc1","ic15",0.0194359619465889
"nextdate","ec1",0.0194356827512553
"ethc5","mbcolect",0.0194345384513441
"minramnt","hu5",0.0194321976379766
"minrdate","pubdoity",0.0194253357869911
"stategov","income",0.0194248829193396
"ramnt.8","rdate.12",0.0194240865050285
"ramnt.19","eth5",0.0194239581541077
"fistdate","oedc5",0.0194223065858736
"adate.8","eth14",0.0194215970700573
"rdate.9","hhd1",0.0194214175831244
"ramnt.3","voc3",0.0194204233434951
"maxramnt","eth6",0.0194191216641574
"hupa5","age906",0.0194190945059208
"ramnt.14","hc8",0.019418939079403
"mhuc1","hhd10",0.0194182998576968
"adate.21","mc1",0.01941594450885
"eic7","dma",0.0194125259741841
"pobc1","dw9",0.0194103670521156
"dw1","numchld",0.0194089856692238
"hphone.d","eth14",0.0194057181907581
"ramnt.9","anc2",0.0194044392531858
"rdate.14","hvp3",0.0194036539236944
"tpe3","wwiivets",0.0194034720650152
"afc4","hvp3",0.0194010500502988
"ramnt.18","dw6",0.0194002256371573
"adate.22","hhage2",0.0193998262811072
"ac1","occ11",0.0193992329979306
"ramnt.10","agec6",0.0193971223151184
"ramnt.21","chil3",0.0193958114112146
"ramntall","tpe10",0.0193943037731434
"ac2","occ1",0.0193940784108429
"eic5","pubnewfn",0.0193933512984993
"eic2","tpe7",0.0193918311059879
"tpe7","eth3",0.0193915504761736
"dw3","eth8",0.0193914544605815
"oedc4","hv4",0.0193913932962599
"ramnt.11","rdate.10",0.019390674168256
"anc7","tpe5",0.0193892159527284
"ec6","numchld",0.0193889366260635
"rdate.20","age902",0.0193884129756876
"anc14","mc3",0.0193881640045606
"ramnt.6","hupa3",0.0193869057080783
"ramnt.13","localgov",0.0193863290664594
"minramnt","chil1",0.0193852883955656
"tpe11","pubculin",0.0193836485920914
"ramnt.17","magmale",0.0193835581528097
"rdate.21","wealth2",0.0193828416019269
"ramnt.9","pubgardn",0.0193814730722961
"ramnt.11","mc3",0.0193803283926599
"ic23","hu4",0.0193802266802577
"ramnt.20","hc21",0.0193789992776289
"cardgift","chil3",0.0193767751396448
"lfc2","ic17",0.0193762286187483
"tpe6","dw8",0.0193757434545229
"cluster2","eth12",0.0193754903341318
"rdate.4","afc5",0.0193750754120481
"age901","mbgarden",0.019372731245701
"rdate.10","hc21",0.0193723739350685
"tpe6","vietvets",0.0193723078674609
"dw4","mbcolect",0.0193719075187297
"ramnt.17","hc7",0.0193711219718808
"marr4","numchld",0.0193681404559967
"vc4","vc1",0.0193678404093942
"hvp3","eth1",0.0193677749445876
"adate.19","hupa3",0.0193675798235541
"rfa.2f","adate.18",0.0193665029280249
"occ13","pop902",0.019365366629193
"rdate.17","hhn6",0.0193652494416616
"eth8","pop901",0.0193644261637099
"pobc1","mbbooks",0.0193629852307992
"occ11","hur1",0.0193627316865496
"vc2","eth8",0.0193622958729938
"anc1","agec1",0.0193618872701661
"anc15","eic8",0.0193613601423815
"ec2","chilc1",0.019360297000559
"rdate.21","ec4",0.0193583015637447
"anc11","hhn3",0.0193582872536565
"ac2","lfc7",0.0193576349223476
"ramnt.8","adate.7",0.0193561881083261
"hc14","malemili",0.0193557679287002
"minramnt","adate.7",0.0193538134210468
"hc12","eth12",0.0193537328016254
"sec1","pubgardn",0.0193529425567674
"rdate.20","lfc3",0.0193513574638606
"msa","geocode",0.0193509193867825
"afc3","lfc8",0.0193507877214755
"rdate.14","adate.17",0.0193492709058139
"anc11","agec3",0.0193488247616106
"minramnt","hhas3",0.0193482357609576
"rdate.13","tpe2",0.0193468390243169
"rp2","age902",0.0193453668456359
"eth14","pubdoity",0.0193449404598328
"anc3","ic6",0.0193431199308896
"anc6","eth15",0.0193399689019907
"ic9","eth16",0.0193397026735954
"afc4","afc3",0.0193390391443137
"eic16","eic13",0.019337600360372
"ramnt.7","magmale",0.0193371279655859
"wwiivets","cluster",0.0193368753904177
"stategov","wealth1",0.0193364277050788
"anc1","malemili",0.0193362524463213
"chilc5","hit",0.01933610884313
"cardgift","anc7",0.0193341608426934
"rdate.8","hhp2",0.0193334626282124
"hupa4","hhd6",0.0193333771407366
"ec1","lfc9",0.0193319765259512
"nextdate","pubphoto",0.0193314285614542
"eic2","lfc10",0.0193292521932597
"hc7","anc6",0.0193286566270934
"numprom","ethc6",0.0193282563186588
"maxadate","hvp5",0.0193267238018587
"tpe6","hu4",0.0193262728827399
"cardpm12","ethc3",0.0193246527750511
"ramnt.13","pop902",0.0193245328735471
"adate.21","afc4",0.019324021350826
"maxrdate","adate.16",0.0193234989402844
"hphone.d","occ10",0.0193234210666071
"rdate.11","tpe1",0.0193215443028464
"rp4","chil2",0.0193213294944059
"anc3","wealth1",0.0193210238969138
"ramnt.9","hhd1",0.0193205279512435
"oedc7","ethc2",0.0193204194177055
"lifesrc","pubhlth",0.0193204108513581
"hc11","hhd8",0.0193189415843524
"rdate.12","localgov",0.0193183257710597
"occ6","cluster",0.0193181464842227
"ramnt.16","tpe11",0.0193181423383328
"pobc1","geocode",0.0193139444073825
"rdate.3","adate.9",0.0193137401500449
"rdate.21","eth5",0.0193104925322508
"hvp3","age",0.0193098422149645
"afc2","hu4",0.0193086123478169
"pec1","hhn2",0.0193040497972841
"ramnt.15","chilc2",0.0193037076112875
"occ3","numchld",0.0193030810825568
"ramnt.19","hhd10",0.0193025131123879
"eic14","eth7",0.0193024246828488
"ic21","hupa6",0.0192985198629343
"rdate.15","dma",0.0192983119525852
"ic11","datasrce",0.0192964233072877
"eic13","ic9",0.0192941496525823
"msa","age902",0.0192938623947311
"eic2","hur1",0.0192933813842255
"oedc6","chil2",0.0192916382153699
"lastgift","hc19",0.0192914921054271
"eic10","eth2",0.0192912363583934
"cardprom","sec1",0.019291135771141
"anc1","afc2",0.0192893997045372
"occ3","hupa5",0.0192892762262058
"rdate.23","hc13",0.0192884856976937
"agec1","mbcolect",0.0192881326174889
"tpe3","income",0.0192875624010537
"hc3","oedc4",0.019287283963329
"controln","hhn1",0.0192829858809613
"maxrdate","vc1",0.0192823314198334
"agec7","eth3",0.0192820693947556
"ramnt.18","chilc3",0.0192810946586406
"anc3","eic6",0.0192774540816991
"occ10","ethc4",0.019273934221633
"fistdate","anc1",0.0192726380688497
"adate.9","sec4",0.0192706819818384
"tpe11","datasrce",0.0192693501517003
"eth14","eth11",0.0192692284418914
"afc3","hvp1",0.0192687162724994
"adate.10","hu4",0.0192679525515259
"eic14","solih",0.0192677482440755
"nextdate","ec8",0.0192666581833354
"occ6","age901",0.0192644094580499
"hvp3","localgov",0.0192638243673594
"eic8","eth7",0.0192617700525718
"ic15","pubopp",0.0192606832071009
"anc9","eth7",0.0192596725000106
"adate.11","ethc2",0.0192590082471021
"anc13","ethc1",0.0192579528875354
"ramnt.4","ac2",0.0192575685965517
"rdate.13","adate.6",0.0192570796471446
"ramnt.15","sec2",0.0192564140590216
"rdate.7","mc1",0.0192563682096153
"ic23","mbcraft",0.0192551366130082
"ramnt.4","hhp2",0.0192547371531759
"ic22","pop901",0.0192541879988252
"hc14","lfc5",0.0192534034823354
"ramnt.21","sec2",0.0192532720706356
"rdate.7","lfc6",0.0192528193534454
"anc11","dw1",0.0192512466885128
"lsc2","oedc7",0.019250947221327
"rdate.14","lfc10",0.0192505991528619
"numprom","dw5",0.0192504702744774
